//ID	Name	ICON	Model 1	Model 2	Model 3	Model 4	Model 5	Ship Symbol	ship siz number	Type	obtain prefix rate	set ID	Forging Level	Stable value	only ID	Trade	picked	Discard	Confirm to delete	stackable	is it instantiation	Price	Size	Character Level	Class	Character Nick	Character Reputation	item can equip location	item switch location	item obtain into location determine	Str modulus bonus	Agi modulus bonus	Dex modulus bonus	Con modulus bonus	Spr modulus bonus	Luk modulus bonus	Hit rate modulus bonus  	№Ґ»чѕаАлПµКэјУіЙ	Min attack modulus bonus 	Max Attack modulus bonus 	Defense modulus bonus       	Max HP modulus bonus	Mxsp modulus bonus	flee modulus bonus	Hit modulus bonus	crt modulus bonus	mf modulus bonus	hrec modulus bonus	srec modulus bonus	mspd modulus bonus	col modulus bonus	Strconstant bonus	Agiconstant bonus	Dexconstant bonus	Conconstant bonus	Staconstant bonus	Lukconstant bonus	№Ґ»чЖµВКіЈКэјУіЙ	Attack range constant bonus     	Min Attack constant bonus   	Max Attack constant bonus	·АУщіЈКэјУіЙ	Max HP constant bonus	Mxspconstant bonus	fleeconstant bonus	hitconstant bonus	crtconstant bonus	mfconstant bonus	hrecconstant bonus	srecconstant bonus	mspdconstant bonus	colconstant bonus	Physical Resist	item left hand exert identifier	Item Energy	Durability	Max instantiation hole value	Ship durability recovered	can contain cannon quantity	ship member count	member label	Cargo Capacity	Fuel consumption	Cannonball Path of Flight speed	ship movement speed	usage effect	display effect	item bind effect	item bind effect dummy	Display item effect (item put at object slot 1 to show effect)	item drop model effect	item usage effect	Description (Item level)	Remark
42	Отравляющее оружие	w0027	10100004	01040006	0	03040006	0	0	00	4	10	0	0	4	1	1	1	1	1	1	1	415662	1,3	70	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-170,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	238,264	358,396	0,0	0,0	0,0	0,0	-14,-14	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Происхождение неизвестно. Говорят, что он способен стрелять отравленными пулями. 	
43	Мушкет солнца	w0028	10100004	01040007	0	03040007	0	0	00	4	10	0	0	4	1	1	1	1	1	1	1	578932	1,3	80	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-180,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,19	0,19	0,19	0,19	0,19	0,0	0,0	0,0	264,286	396,430	0,0	0,0	0,0	0,0	-16,-16	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44	Пистолет со знаком	w0024	10100004	01040003	0	03040003	0	0	00	4	10	0	0	6	1	1	1	1	1	1	1	139140	1,3	45	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-140,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	167,197	251,297	0,0	0,0	0,0	0,0	-9,-9	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45	Многоствольный мушкет	w0025	10100004	01040004	0	03040004	0	0	00	4	10	0	0	6	1	1	1	1	1	1	1	228440	1,3	55	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	-150,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	197,227	297,339	0,0	0,0	0,0	0,0	-11,-11	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46	Заговорщицкая расписка	n1722	10130005	0	0	0	0	0	00	26	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Найдите Бинго в Аргенте и получите код активации Кабала	
49	Фальчион	w0029	10100005	0	02050001	03050001	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	0	-1	0	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,6	18,18	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Нож с двусторонней заточкой. Полезный режущий инструмент для моряков-любителей. 	
50	Длинный фальчион	w0030	10100005	0	02050002	03050002	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	500	-1	0	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	42,42	126,126	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Длинный нож, полезный в бою	
51	Катана	w0031	10100005	0	02050003	03050003	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000	-1	0	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	90,90	270,270	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Нож для ближнего боя	
52	Кривая сабля	w0032	10100005	0	02050004	03050004	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	50000	-1	0	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	150,150	450,450	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Легкий нож с искривленным лезвием	
53	Кристальная сабля	w0033	10100005	0	02050005	03050005	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	500000	-1	0	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	222,222	666,666	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Клинок, начинающий светиться, когда приближается зло. Дарит своему владельцу источник силы	
54	Сабля фантома	w0034	10100005	0	02050006	03050006	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000000	-1	0	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	306,306	918,918	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Легендарное таинственное оружие, которое могут носить лишь великие моряки	
55	Проклятый фальчион	w0035	10100005	0	02050007	03050007	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000000	-1	0	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	306,306	918,918	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Это оружие было выкопано из Дьявольского логова. Оно окутано аурой зла	
61	Перчатки с покрытием	w0036	10100006	0	02060001	03060001	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	0	-1	0	3	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	12,12	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Дешевые перчатки с покрытием, популярны у моряков-любителей	
62	Перчатки задиры	w0037	10100006	0	02060002	03060002	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	500	-1	0	3	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	28,28	84,84	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Бойцовские перчатки	
63	Перчатки мастера	w0038	10100006	0	02060003	03060003	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000	-1	0	3	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,60	180,180	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Бойцовские перчатки для профессионалов	
64	Зазубренный клинок	w0039	10100006	0	02060004	03060004	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	50000	-1	0	3	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	300,300	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Профессиональный инструмент для моряков выс. ур.	
65	Астральный клинок	w0040	10100006	0	02060005	03060005	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	500000	-1	0	3	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	148,148	444,444	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Моряцкий клинок, способный резать все, что угодно	
66	Тигровые перчатки	w0041	10100006	0	02060006	03060006	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000000	-1	0	3	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	204,204	612,612	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67	Руки смерти	w0042	10100006	0	02060007	03060007	0	0	00	31	10	0	0	4	1	1	1	1	1	1	1	5000000	-1	0	3	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	204,204	612,612	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Люди, видевшие это злое оружие, больше не ходят на земле.	
73	Кинжал	w0043	10100007	01070001	0	03070001	04070001	0	00	7	10	0	0	7	1	1	1	1	1	1	1	1218	1,3,4	10	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	46,84	58,104	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Короткий кинжал для самообороны	
74	Крис	w0044	10100007	01070002	0	03070002	04070002	0	00	7	10	0	0	7	1	1	1	1	1	1	1	5876	1,3,4	20	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	84,120	104,148	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Кинжал, который ранее использовали все знаменитые моряки	
75	Трезубец	w0045	10100007	01070003	0	03070003	04070003	0	00	7	10	0	0	6	1	1	1	1	1	1	1	15538	1,3,4	30	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	119,153	147,189	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Как гласит легенда, при достаточной скорости клинком можно разрезать даже воду	
76	Лунный крис	w0046	10100007	01070004	0	03070004	04070004	0	00	7	10	0	0	6	1	1	1	1	1	1	1	31347	1,3,4	40	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	70,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	153,185	189,225	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77	Кинжал гиены	w0047	10100007	01070005	0	03070005	04070005	0	00	7	10	0	0	5	1	1	1	1	1	1	1	54262	1,3,4	50	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	70,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	184,214	226,264	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78	Кинжал гидры	w0048	10100007	01070006	0	03070006	04070006	0	00	7	10	0	0	4	1	1	1	1	1	1	1	85126	1,3,4	60	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	80,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	214,240	262,296	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Кинжал короля гидр. Знак благословления от богов	
79	Трезубец Посейдона	w0049	10100007	01070007	0	03070007	04070007	0	00	7	10	0	0	4	1	1	1	1	1	1	1	124698	1,3,4	70	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	80,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	241,265	295,327	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80	Острый кинжал	w0270	10100007	01070010	0	03070010	04070010	0	00	7	10	0	0	7	1	1	1	1	1	1	1	2884	1,3,4	15	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	65,103	81,127	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
81	Стремительный крис	w0273	10100007	01070013	0	03070013	04070013	0	00	7	10	0	0	7	1	1	1	1	1	1	1	9885	1,3,4	25	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	102,136	126,168	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82	Острый крис	w0274	10100007	01070015	0	03070015	04070015	0	00	7	10	0	0	6	1	1	1	1	1	1	1	22491	1,3,4	35	4,16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	60,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	136,170	168,210	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83	Кристальный крис	w0046	10100007	01070004	0	03070004	04070004	0	00	7	10	0	0	6	1	1	1	1	1	1	1	41742	1,3,4	45	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	70,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	169,199	207,245	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84	Вампирский крис	w0226	10100007	01070021	0	03070021	04070021	0	00	7	10	0	0	5	1	1	1	1	1	1	1	68532	1,3,4	55	16	0	0	9	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	70,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	199,229	245,279	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88	Снаряжение Черный рынок	n1759	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	1	0	100000	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_jsmzcqa	0	0	0	0	0	0	Снаряжение, приобретенное  на Черном Рынке. Должно быть очищено, прежде чем его можно будет оценить. Кликните дважды для чистк	
89	Снаряжение Черный рынок	n1759	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	1	0	100000	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_jsmzcqa	0	0	0	0	0	0	Снаряжение, приобретенное  на Черном Рынке. Должно быть очищено, прежде чем его можно будет оценить. Кликните дважды для чистк	
97	Таинственная ветвь	w0057	10100009	0	0	03090001	04090001	0	00	9	10	0	0	7	1	1	1	1	1	1	1	1218	3,4	10	5,13,14	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	1,11	0,0	0,0	0,0	46,84	58,104	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Церемониальный предмет последователей Кары	
98	Деревянная палка	w0058	10100009	0	0	03090002	04090002	0	00	9	10	0	0	7	1	1	1	1	1	1	1	5876	3,4	20	5,13,14	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	2,13	0,0	0,0	0,0	84,120	104,148	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Деревянная палка с особыми свойствами	
99	Магический посох	w0059	10100009	0	0	03090003	04090003	0	00	9	10	0	0	6	1	1	1	1	1	1	1	15538	3,4	30	5,13,14	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	3,15	0,0	0,0	0,0	119,153	147,189	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Посох, обладающий значительными магическими возможностями	
100	Жезл милосердия	w0060	10100009	0	0	03090004	04090004	0	00	9	10	0	0	6	1	1	1	1	1	1	1	31347	3,4	40	13	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	4,17	0,0	0,0	0,0	153,185	189,225	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101	Зверопалочка	w0061	10100009	0	0	03090005	04090005	0	00	9	10	0	0	5	1	1	1	1	1	1	1	31347	3,4	40	14	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	4,18	0,0	0,0	0,0	153,185	189,225	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102	Громоградский посох	w0062	10100009	0	0	03090006	04090006	0	00	9	10	0	0	4	1	1	1	1	1	1	1	54262	3,4	50	14	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	5,20	0,0	0,0	0,0	184,214	226,264	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Легендарное оружие, способное ударять молнией	
103	Посох жизни	w0063	10100009	0	0	03090007	04090007	0	00	9	10	0	0	4	1	1	1	1	1	1	1	54262	3,4	50	13	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	5,21	0,0	0,0	0,0	184,214	226,264	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Божественное оружие, способное исцелять и воскрешать любые существа	
104	Деревянный посох	w0248	10100009	0	0	03090009	04090009	0	00	9	10	0	0	7	1	1	1	1	1	1	1	2884	3,4	15	5,13,14	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	1,11	0,0	0,0	0,0	65,103	81,127	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
